idx,구분,회사명,ICP세부,신뢰도,플래그,검증,홀,부스번호,이메일,웹사이트,원본카테고리,판단근거
110,제외,"FOSHAN BOYA PLASTIC TECHNOLOGY CO., LTD.",,high,,,A,A-N25,boyagzcn@126.com,,"Contract Manufacturing(Packing,Containers,etc.)",튜브·PET 병 등 플라스틱 패키징 제조 및 OEM 공급사. 자사 소비자 브랜드 없음.
88,제외,"A&H INTERNATIONAL COSMETICS CO., LTD",,high,,,A,A-N26,info-sales@a-hcosmetics.com,https://mp.weixin.qq.com/mp/profile_ext?action=home&__biz=MzkzMzM5NzM5Mw==,"Skin Care, Make up and Color Cosmetics, Contract Manufacturing(OEM/ODM)","색조·스킨케어 완제품 및 원료 공장 운영 OEM/ODM 제조사, 자체 소비자 브랜드 없음."
128,제외,"GUANGZHOU SIYU NON-WOVEN PRODUCTS CO., LTD.",,high,,,A,A-N28,1102020670@qq.com,https://mp.weixin.qq.com/s/-m0lLrx2r1luNZ5JQuEmYw,"Facial Masks, Others","기능성 부직포 소재 제조 하이테크 기업, 마스크시트 원단 소재공급으로 소비자 브랜드 없음."
180,제외,"SHAOXING LIZHI PLASTIC PRODUCTS CO.,LTD.",,high,,,A,A-N29,liz_plastic@163.com,http://www.liz-packaging.com,Others,화장품 플라스틱 용기·패키징 OEM 제조사로 자체 소비자 브랜드 없음.
166,제외,"NINGBO SHIRAN PLASTIC INDUSTRY CO., LTD",,high,,,A,A-N30,winnie@nbshiran.com,,Others,화장품·스킨케어 맞춤 포장재(플라스틱병·아크릴·진공병) 전문 제조사로 자사 소비자 브랜드 없음.
132,제외,"GUANGZHOU ZHENGXI PACKING PRODUCTS CO., LTD.",,high,,,A,A-N31,justinwong@gzzxplastic.com,https://www.gzzxplastic.com,"Contract Manufacturing(Packing,Containers,etc.)","화장품·생활용품 패키징(로션·폼·디스펜서 펌프) 전문 제조사, 소비자 브랜드 없음."
167,제외,"NINGBO YOUSEE COSMETIC TECHNOLOGY CO.,LTD.",,high,,,A,A-N36,yoki@cnyss.com,http:// 17816655363,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",사출·표면처리·실크스크린 등 용기 부자재 수탁 제조사로 자사 소비자 브랜드 없음.
178,제외,"SHAOXING COMAN PACKAGING CO.,LTD.",,high,,,A,A-N37,sales@sxcoman.com,https://coman.en.alibaba.com/,"Skin Care, Body Care",고품질 플라스틱 화장품 포장재 전문 제조사로 자사 소비자 브랜드 없음(카테고리 태그 부정확).
184,제외,"SHENZHEN XIUZHUANG MAKEUP TOOLS CO., LTD",,medium,,Y,A,A-N38,sales5@szxiuzhuang.com,https://www.xiuzhuang-beauty.com/,Brands/Manufacturer (Tools/Accessories),"공장이 화장품·툴을 생산하며 자재교체·라벨/패키징·로고 커스터마이징 OEM 서비스 중심, 자체 소비자 브랜드 언급 없음."
213,제외,주식회사 에어라파,,high,,Y,A,A-O01,airas@airapha.com,https://www.wechat.com/airapha sales,"Brands/Manufacturer(Hair Care), Hair Care Products, Scalp Care Products, Hair Device, Hair Tools(Brushes, Combs, Scissors, etc.), Equipment and Products for Professional Hair Salon","전문 살롱용 헤드스파·두피케어 장비 전문 기업으로 B2B 살롱 장비 중심, 소비자 브랜드 아님."
425,제외,유니엔코리아,,medium,,Y,A,A-O11,info@unienkorea.com,http://unienkorea.com,Others,desc가 '건강·미용 제품을 유통·판매하는 토탈 헬스케어사'로 자체 검수만 언급할 뿐 자사 브랜드·완제품이 전무한 유통상. (검증변경)
338,제외,디자인바른,,high,,,A,A-O15,db@designbarun.com,https://www.wechat.com/airapha,Others,화장품 로고·패키지 브랜딩 디자인 스튜디오로 자체 소비자 완제품 없음.
228,제외,주식회사 웰니스온,,medium,borderline,Y,A,A-O18,well@wellnesson.co.kr,http://www.wellnesson.co.kr,"Skin Care, Body Care, Facial Masks, Contract Manufacturing(OEM/ODM), Skin/Body Diagnosis Equipment, Home Aesthetic Device, Slimming Massage",desc가 전문가용 뷰티·의료디바이스 OEM 제조·개발·판매 중심이고 '산하 다양한 브랜드' 언급뿐 구체 소비자 브랜드명·D2C 채널이 없어 보수적 제외.
226,제외,와이에스메디,,high,,,A,A-O22,beauty@ysmedi.kr,https://xe-lha.com/en,"Skin Care, Body Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Cleansing Products",피부과·의료기관 대상 메디컬 에스테틱 솔루션(XE-LHA) 공급으로 일반 소비자 브랜드 아님.
162,제외,(주)나노바이오시스템,,medium,,Y,A,A-O33,mkt@nanobiosystem.co.kr,https://www.nanobiosystem.co.kr/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Others","재생의료 원천기술 기반 의료기기·바이오 기업으로 코스메틱은 기술 적용 개발 단계, 병원·파트너 대상이고 자사 소비자 브랜드 언급 없음."
299,제외,파란네일,,low,borderline,Y,A,A-P04,,,,"desc/category/website 모두 공란이며 명칭상 네일 상품·유통 추정, 자사 소비자 브랜드 근거 없음."
432,제외,이연물산,,low,borderline,Y,A,A-P05,,,,category·website·desc가 모두 비어 있어 뷰티 소비자 브랜드 보유 근거가 전무하여 보수적으로 제외.
55,제외,(주)오렌지팩,,high,export,,A,A-P06,sales@orange-pack.co.kr,http://www.orange-pack.co.kr,"Contract Manufacturing(Packing,Containers,etc.)","유리 용기·금형·부자재 일괄 제조하는 패키징 파트너사, 소비자 브랜드 없음."
1,제외,Amazon Ads,,high,,,A,A-P07,,https://advertising.amazon.com/ko-kr,"Education, Marketing",광고 솔루션 플랫폼(B2B 광고 서비스)으로 자체 소비자 뷰티 브랜드 없음.
259,제외,(주) 코스모더마,,low,borderline,Y,A,A-P08,comikorea@gmail.com,https://www.cosmoderma.kr/,"Skin Care, Body Care, Thread Lifts and Fillers","카테고리에 실리프팅·필러 포함, desc가 R&D 기반 고품질 원자재 사용 추상적 표현뿐이고 자사 소비자 브랜드 언급 없어 시술기기·B2B 성격 추정."
287,제외,케이투메디텍,,low,borderline,Y,A,A-P10,,,,"desc/category/website 모두 공란이며 명칭상 메디텍(의료기기) 추정, 자사 소비자 브랜드 근거 전무."
398,제외,에버바이오,,high,,,A,A-P14,hello@everbio.co.kr,https://www.everbio.co.kr/,"Inner Beauty, Nail Accessories, Nail Tools/Equipment, Eyelash Products",이너뷰티 건기식·화장품 OEM/ODM 전문 수탁제조사로 자체 소비자 브랜드 언급 없음.
474,제외,주식회사 미팜,,high,export,Y,A,A-P16,stanleygg123@maypharm.co.kr,https://maypharm.net,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Thread Lifts and Fillers",보툴리눔 톡신·필러·엑소좀 메디컬 에스테틱 전문사로 나드레쥬 등 브랜드도 시술용 제품이라 소비자완제품 아님.
21,제외,(주)바라보니화장품,,low,borderline,Y,A,A-P17,,,,"category/website/desc 모두 비어 사업실체 근거 전무, 자사 소비자 브랜드 증거 없어 보수적 제외(검증변경)"
490,제외,"SKINNPLUS CO.,LTD",,medium,borderline|oem_with_brand,Y,A,A-P19,skinn2012@naver.com,https://brand.naver.com/saintfran,"Skin Care, Make up and Color Cosmetics, Derma Cosmetics",TV홈쇼핑 인큐베이팅·ODM 파트너가 본업이고 자체 브랜드는 부수적 언급이라 소비자 브랜드성 약함.
387,제외,씨라인메디랩 C-LINE MEDILAB,,high,,,A,A-P22,cbreath@naver.com,https://www.c-line7.com,Skin/Body Diagnosis Equipment,에스테틱 기기 OEM 제조·개발·보급 전문 B2B 기업으로 소비자 자체 브랜드 없음.
231,제외,주식회사 위즈켐,,high,,,A,A-R01,mjlee@wizchem.com,http://www.wizchem.com,"Cosmeceutical Products, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Thread Lifts and Fillers, Peeling",스킨부스터·필러 R&D/제조 OEM/ODM으로 클리닉·유통·브랜드 파트너 대상 B2B.
489,제외,(주)순바이오팜,,low,borderline,Y,A,A-R03,,,,"desc·website·category 모두 비어 있어 사업 확인 불가, 보수적 제외."
340,제외,라즐라 뷰티(P.M.U),,high,,Y,A,A-R04,bpflkhss@gmail.com,https://www.wechat.com/wxid_6d25szebr2ox22,"Cosmeceutical Products, Semi Permanent",필링세럼+피그먼트코팅크림+페더니들 등 반영구(PMU) 시술 전용 제품으로 시술자·전문가 대상 B2B이며 소비자 자체 브랜드 근거 없음.
91,제외,"BAIHUA CO.,LTD",,high,,,A,A-R13,joan@baihuawipes.com,https://gzbhryp.1688.com,"Body Care, Brands/Manufacturer(Skin Care)","물티슈 전문 제조사로 OEM/ODM 위주, 자체 소비자 브랜드 없음."
390,제외,아람휴비스(주),,low,borderline|device,Y,A,A-R14,info@aramhuvis.com,https://www.aramhuvis.com/,"Natural & Organic Cosmetics, Scalp Care Products, Skin/Body Diagnosis Equipment",desc 비어있고 category에 피부·두피 진단기기가 포함된 측정기기 중심 회사로 소비자 자체 브랜드 근거 없음(보수적 제외).
392,제외,아롬컴퍼니,,low,borderline,Y,A,A-R15,florencekim04@gmail.com,https://www.wechat.com/Flofounder,,desc·category 모두 비어있고 위챗 링크만 있어 사업 실체와 소비자 브랜드 확인 불가(보수적 제외).
281,제외,GMC Med,,medium,export,,A,A-R16,info@gmcmed.co.kr,http://www.gmcmed.co.kr,,"에스테틱 제품·피부과 의료기기 개발/제조 중심, 자체 소비자 브랜드 불명확한 B2B 수출형."
257,제외,(주)케이피티,,high,,,A,A-R18,mhs@starpheres.com,http://www.starpheres.com/,,"입자기술·비드에멀젼 소재 전문기업으로 아모레·로레알 등에 원료/제형 공급하는 B2B 소재기업, 소비자 브랜드 없음."
15,제외,(주)라파스,,medium,borderline|oem_with_brand,Y,A,A-R19,sales@raphas.com,https://www.raphas.com/en/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Others, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","desc가 마이크로니들 DEN기술·제조공정·인증만 설명, 소비자 브랜드명·D2C·리테일 언급 전무한 B2B 기술/OEM사. (검증변경)"
8,제외,(주)뉴트리케어,,high,,,A,A-R22,global2m@nutricare.co.kr,https://nutricare.co.kr/,"Skin Care, Body Care, Inner Beauty, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer (Tools/Accessories), Home Aesthetic Device, Slimming Massage",건기식·뷰티 OEM/ODM/OBM/JDM 전문 제조사로 자체 소비자 브랜드 없음.
326,제외,뉴런,,low,,Y,A,A-R24,,,,"desc·website 전무, 명칭만으로 소비자 뷰티 브랜드 판단 불가하여 보수적 제외."
283,제외,차모스코스메틱,,high,,,A,A-R26,1992@chamos.co.kr,https://en.chamos.co.kr,"Skin Care, Body Care, Facial Masks, Others, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Hair Care Products, Scalp Care Products","30년 기능성 화장품 OEM/ODM 수탁·수출 중심, 자사 소비자 브랜드 언급 없음."
203,제외,(주)아름이,,high,,Y,A,A-R31,arummed@gmail.com,https://www.arummedi.com/,"Cosmeceutical Products, Derma Cosmetics, Laser/IPL/RF/Multi, Skin/Body Diagnosis Equipment","의료·에스테틱 기기 제조·글로벌 유통과 OEM 솔루션 전문으로 클리닉·에스테틱센터 공급 중심, 자체 소비자 브랜드 없음."
106,제외,(주)디와이코스메틱,,high,,,A,A-R32,dy-cos@daum.net,https://dy-cos.com,Facial Masks,마스크팩·기능성 화장품 전문 OEM/ODM 제조 기업. 자사 소비자 브랜드 언급 없음.
332,제외,더새롬코스메틱(주)-유니스파테크(주),,medium,,Y,A,A-R33,spatechsales@naver.com,http://www.unispatech.com,"Skin Care, Body Care, Derma Cosmetics, Brands/Manufacturer(Bath & Body Care)","피부·비만 의료/관리 장비를 클리닉·관리실에 공급하는 제조사의 판매 자회사로 B2B 전문장비 중심, 소비자 브랜드 아님."
22,제외,(주)바바와와팩토리,,medium,export,,A,A-R38,junghun72001@naver.com,http://www.drlola.co.kr,"Skin Care, Body Care, Facial Masks, Contract Manufacturing(OEM/ODM)","기능성 화장품 제조·수출(manufacturing/exporting) 중심으로 자체 소비자 브랜드 명시 없음, OEM성 강함."
372,제외,사단법인 주한미국상공회의소,,high,,,A,A-R42,,,,"상공회의소 단체로 뷰티 소비자 브랜드 없음, Non-ICP."
373,제외,삼성에스디에스(주),,high,,,A,A-R44,gibin.kim@samsung.com,https://www.cello-square.com/,Others,"첼로스퀘어 디지털 물류 플랫폼(삼성SDS), 뷰티 수출 물류 B2B 서비스로 소비자 브랜드 없음."
233,제외,유한코스메틱,,high,,,C,C-I01,dh.son@yuhancosmetics.co.kr,https://yuhancosmetics.co.kr/,"Skin Care, Derma Cosmetics, Contract Manufacturing(OEM/ODM)","유한양행 계열 화장품 OEM/ODM 제조사로 고객사 브랜드 생산, 자체 소비자 브랜드 없음."
435,제외,인터워크코리아,,high,export,Y,C,C-I09,unuco@unuco.co.kr,https://smartstore.naver.com/unuco,"Make up and Color Cosmetics, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Eyelash Products, Eyelash Extensions",1998년부터 색조 화장품 턴키 OEM·금형·필링 및 속눈썹 500종 수출 B2B 전문사로 자체 소비자 브랜드 없음.
358,제외,후택,,high,,,C,C-I14,biz@whotag.ai,https://whotag.ai,"Others, Marketing","인플루언서 발굴·캠페인 대행 AI 인텔리전스 플랫폼(바이브컴퍼니)으로, 자사 소비자 뷰티 브랜드가 아닌 마케팅 서비스 공급자(경쟁/파트너군)."
465,제외,주식회사 리더스코스메틱,,high,,,C,C-I17,odem@leaderscosmetics.com,https://leaderscosmetics.com,Contract Manufacturing(OEM/ODM),"desc가 고객 브랜드 위한 맞춤형 ODM/OEM 솔루션만 명시, 자체 소비자 브랜드 언급 없음."
157,제외,"LOHAS SILICONE RUBBER CO.,LTD",,low,,Y,C,C-J11,,,,"desc·category·website 모두 비어있으나 사명에 Silicone Rubber 명시, 실리콘 소재·부자재 공급사로 추정되어 제외."
154,제외,"LEE KEE PACKAGING SOLUTION CO., LTD",,high,,,C,C-J12,hannah@gzliji.com,https://www.gzliji.com,"Contract Manufacturing(Packing,Containers,etc.)",화장품 유리병 독점 유통·가공 전문 패키징 솔루션사로 자체 소비자 브랜드 없음.
303,제외,"YUYAO HEJIA PLASTIC INDUSTRY CO., LTD",,high,,,C,C-J21,helena@hejiaplastic.com,http://www.hejiaplastic.com,,화장품 플라스틱 패키징(에어리스병·크림자·로션병) 전문 제조사로 소비자 브랜드 없음.
215,제외,(주)에이로마플라붐,,high,,,C,C-J32,info@aromaflavum.com,https://en.aromaflavum.com/,"Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Bath & Body Care)","향료 원료 개발·공급 B2B 조향 기업으로 화장품·퍼퓸사에 향료 솔루션 제공, 소비자 완제품 브랜드 아님."
313,제외,"NATUZEN CO., LTD.,",,high,,,C,C-J41,natuzensales@natuzen.net,https://www.natuzen.net/?language=kor,"Skin Care, Facial Masks, Brands/Manufacturer(Skin Care), Hair Care Products",기초·기능성·바디헤어·의약외품 등 전문 OEM/ODM 제조사로 자체 소비자 브랜드 언급 없음.
94,제외,BODYYA HEALTH,,high,,,C,C-J42,bodyya@naver.com,,Contract Manufacturing(OEM/ODM),"2010년 설립 화장품 제조업체로 소량 OEM 생산 제안(마스크팩·샴푸 등), 자체 소비자 브랜드 없음."
345,제외,리봄화장품,,high,export,,C,C-J52,overseas@rebom.kr,http://www.rebom.kr/,"Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care)","화장품 R&D 및 ODM 수출 전문기업으로 고객 맞춤형 제조 제공, 자체 소비자 브랜드 언급 없음."
262,제외,오프뷰티,,high,,,C,C-K01,offbeauty@qandbintl.com,https://offbeauty-percent.com/,Others,여러 브랜드 제품을 모아 파는 뷰티 아울렛 플랫폼/유통상으로 자사 소비자 완제품 브랜드 없음.
161,제외,MZPACK,,high,,,C,C-K11,Yexi@mzcn.shop,,"Contract Manufacturing(Packing,Containers,etc.)",포장재(플라스틱 용기) 솔루션 전문 부자재 제조사로 자사 소비자 브랜드 없음.
120,제외,"GUANGZHOU AISHANG PLASTIC PRODUCTS CO., LTD.",,high,,,C,C-K12,wu15017512296@outlook.com,,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)","화장품/식품/의약품 외포장 플라스틱 용기(PP/아크릴/PE튜브) 제조 전문, 자사 소비자 브랜드 없음."
137,제외,"HEBEI BEYRON BIOTECH CO., LTD.",,high,,,C,C-K16,jason@beyron.cn,http://www.beyron.cn/,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Derma Cosmetics, Natural & Organic Cosmetics, Facial Masks, Men’s Care, Perfumery, Cleansing Products, Inner Beauty, Accessories & Toiletries, Others","세라마이드·나이아신아마이드 등 화장품 원료 전문 기업, 순수 원료공급으로 소비자 브랜드 없음."
197,제외,"YANGZHOU GUANYU PLASTIC TUBE CO., LTD.",,high,,,C,C-K17,,,Others,화장품·의약품 등 튜브 패키징 맞춤 제조사로 소비자 브랜드 없음.
125,제외,"GUANGZHOU LIGAO PLASTIC PRODUCTS CO.,LTD.",,high,,,C,C-K21,nickwang@gzligao.com.cn,http://www.igaogz.com,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Others","화장품·생활화학 패키징(폼펌프/로션펌프/PET병) 원스톱 제조사, 소비자 브랜드 없음."
140,제외,"HUARUI PACKAGING TECH(HANGZHOU) CO., LTD.",,low,,Y,C,C-K22,,,,"desc·category·website 모두 비어있으나 사명에 Packaging Tech 명시, 패키징 제조사로 추정되어 자체 소비자 브랜드 없음."
163,제외,"NINGBO BEYON PLASTIC CO.,LTD.",,high,,,C,C-K26,business@ibeyon.com,https://www.ibeyon.com,"Contract Manufacturing(Packing,Containers,etc.)",PET병·캡·에어리스병 등 화장품 용기 전문 제조사로 자사 소비자 브랜드 없음.
509,제외,한솔생명과학(주),,high,,,C,C-K31,sales@hansolbio.com,https://www.hansolbio.com/,"Skin Care, Body Care, Cosmeceutical Products, Derma Cosmetics, Natural & Organic Cosmetics, Men’s Care, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Medical & Beauty Equipment)","cGMP OEM/ODM 화장품 제조사로 Medipeel·Cell Fusion C 등 3500여 고객사 수탁 생산, 자체 소비자 브랜드 아님."
322,제외,그린코스 주식회사,,low,,Y,C,C-K33,,,,"desc·website 전무, 명칭상 코스(코스메틱 OEM 추정)이나 자체 소비자 브랜드 근거 없어 보수적 제외."
67,제외,(주)죠이라이프,,high,,,C,C-K41,export@jlife1.com,http://joylifekorea.com/,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Facial Masks, Men’s Care, Cleansing Products, Inner Beauty, Accessories & Toiletries, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Hair Care Products, Hair Styling Products","화장품·건강식품 OEM/ODM 전문기업으로 고객사 브랜드 제조 지원만, 자체 소비자 브랜드 없음."
270,제외,주식회사 피에프네이처,,high,export,,C,C-K51,marketing@pfnature.com,https://www.pfnature.com/,,R&D·제조·QC 원스톱 ODM/OEM 전문 수탁제조 기업으로 자사 소비자 브랜드 없음.
494,제외,Symphony Cosmetic Inc.,,medium,,Y,C,C-K52,,,,성형외과·피부과가 운영하는 에스테틱·전문가용 제품 브랜드로 소비자 완제품 브랜드로 보기 어려움.
207,제외,주식회사 엔스,,high,,,C,C-K56,enthsales@enth.co.kr,https://enth.co.kr/,"Make up and Color Cosmetics, Nail Polish/Gel Nail Polish","네일·컬러코스메틱 OEM/ODM 수탁제조사로 글로벌 브랜드 대상 공급, 자체 소비자 브랜드 없음."
354,제외,무림페이퍼,,high,,,C,C-L01,moorim@moorim.co.kr,https://www.moorim.co.kr,"Contract Manufacturing(Packing,Containers,etc.), Others","화장품 패키징 용지·펄프몰드·나노셀룰로오스 원료 공급하는 지류 소재 B2B 기업, 소비자 브랜드 없음."
288,제외,케이패키지,,high,,,C,C-L03,help@kpackage.kr,https://kpackage.kr/,Contract Manufacturing(OEM/ODM),"친환경 골판지 패키지 제조사로 부자재·포장 B2B, 소비자 뷰티 브랜드 없음."
200,제외,YUGA GROUP,,high,,,C,C-L11,ivy.liao@yuga-tech.com,https://www.yuga-tech.com,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",화장품 패키징(용기·부자재) 전문 제조사로 자체 소비자 브랜드 없음.
311,제외,"ZHONGSHAN TOPTREND PACKAGING CO., LTD.",,high,,,C,C-L12,,,"Contract Manufacturing(Packing,Containers,etc.)",폼펌프 등 패키징 솔루션을 브랜드·패키징사에 공급하는 OEM 제조사로 소비자 브랜드 없음.
156,제외,"LINK METOO BIO-TECHNOLOGY DALIAN CO.,LTD",,medium,,Y,C,C-L16,1013636360@qq.com,http://www.linkmetoo.com.cn,"Skin Care, Brands/Manufacturer(Skin Care)","category는 Skin Care이나 desc는 바이오복합소재 R&D·생산·자원 재활용만 언급, 소비자 제품·브랜드 없는 소재 공급사로 판단되어 제외."
62,제외,(주)일진코스메틱,,medium,,Y,C,C-L21,,,,"desc가 향료·제형·원료 연구개발 및 고객사 대상 제품 개발만 언급, 자체 소비자 브랜드·D2C 근거 전무."
428,제외,유씨엘 주식회사,,high,,Y,C,C-L23,UCL.Global@e-ucl.co.kr,http://www.e-ucl.co.kr/eng,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care)","1980년 원료 생산으로 시작한 화장품·의약외품 ODM/OEM 전문사로 desc가 클라이언트 제품 개발 강조, 자체 소비자 브랜드 없음."
86,제외,(주)화인글로벌랩,,high,,,C,C-L26,midilcos@gmail.com,https://whaingloballab.com/,"Skin Care, Body Care, Derma Cosmetics, Facial Masks, Perfumery, Cleansing Products, Inner Beauty, Contract Manufacturing(OEM/ODM), Hair Care Products, Scalp Care Products","1979년부터 화장품 연구개발·생산 전문 OEM/ODM으로 고객사 공급, 자체 소비자 브랜드 없음."
16,제외,(주)리베코스,,high,,,C,C-L31,tim@saenggreen.com,http://www.liebecos.com/,,스킨케어·퍼스널케어 OEM/ODM 수탁제조사(38년)로 자체 소비자 브랜드 없음.
409,제외,(주)에이텍,,high,,,C,C-L33,afternoon@aekyung.kr,https://www.atecltd.com/,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Derma Cosmetics, Natural & Organic Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Brands/Manufacturer(Skin Care)",라미네이트 튜브·용기 등 포장재·완제품 수탁제조 OEM으로 자체 브랜드 없음.
58,제외,(주)우신화장품,,high,export,,C,C-L38,bob@woosincos.co.kr,https://www.woosincos.co.kr/,,"기초·바디·헤어 화장품 전문 OEM/ODM 제조사, 자체 소비자 브랜드 언급 없음."
210,제외,주식회사 에스겔코스메틱,,high,,,C,C-L41,ezekielcos@hanmail.net,https://ezekielcos.com/,"Skin Care, Body Care, Natural & Organic Cosmetics, Facial Masks, Men’s Care, Contract Manufacturing(OEM/ODM), Hair Care Products","CGMP 인증 화장품 OEM/ODM 전문 제조사로 고객사 브랜드 생산 원스톱 서비스, 자체 소비자 브랜드 없음."
479,제외,주식회사 베스트솔루션,,high,,,C,C-L46,design@bestsolution1.co.kr,https://www.bestsolution1.co.kr/,"Skin Care, Body Care, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care)",Private-label·OEM·ODM 토탈 뷰티 솔루션 제공사로 자체 소비자 브랜드 언급 없음.
73,제외,(주)케이알,,high,,,C,C-L51,krsales@krpkg.co.kr,https://www.krpkg.co.kr,"Contract Manufacturing(Packing,Containers,etc.)","화장품 포장재(용기) 전문 제조기업으로 부자재 공급만, 자체 소비자 브랜드 없음."
196,제외,W(orks) & V(alue),,high,,,C,C-L57,project@wvdesign.kr,https://www.wvdesign.kr,"Contract Manufacturing(Packing,Containers,etc.), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Others",뷰티 브랜드 전문 크리에이티브 디자인 스튜디오로 자체 소비자 브랜드 없는 B2B 서비스.
37,제외,"주식회사 씨아이티 (CIT Co., Ltd)",,high,,,C,C-M11,,https://citcosmetic.com/kr/,"Skin Care, Make up and Color Cosmetics, Body Care, Men’s Care, Cleansing Products, Contract Manufacturing(OEM/ODM)","화장품 ODM 토탈서비스 전문 기업, 고객맞춤형 처방·제조 수탁으로 자체 소비자 브랜드 없음."
42,제외,(주)아우딘퓨쳐스(K-Beauty ODM/OEM),,high,export,,C,C-M16,kmpark@outinco.com,https://youtu.be/r58RnimqKbM?si=42bhi3wzbVdjsPVW,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Men’s Care, Perfumery, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Hair Care Products, Scalp Care Products, Hair Styling Products, Eyelash Products, Products, Others, Distribution, Marketing","K-뷰티 선도 글로벌 화장품 ODM 전문기업, 파트너사에 토탈 솔루션 제공으로 자체 소비자 브랜드 없음."
47,제외,APOLLO BEAUTY,,high,,,C,C-M21,sale@apolloind.co.kr,http://www.instargram/apollo___packaging,"Contract Manufacturing(Packing,Containers,etc.)","1976년 창업 화장품 패키징·용기·디스펜서 공급사로 부자재 제조, 소비자 브랜드 없음."
422,제외,와이원글라스,,high,,,C,C-M23,sales@y-oneglass.co.kr,http://www.y-oneglass.co.kr,"Skin Care, Perfumery, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",스킨케어/향수용 유리용기 전문 제조사로 부자재·용기 B2B 공급만 하며 자체 소비자 브랜드 없음.
204,제외,ASIABNC (주식회사 아시아비엔씨),,high,,Y,C,C-M26,export@asiabnc.co.kr,https://www.asiabnc.co.kr,"Skin Care, Make up and Color Cosmetics, Body Care, Distribution",rom&nd 등 타사 브랜드를 위한 유통·이커머스·마케팅·OEM/ODM 대행이 본업으로 자체 소비자 브랜드 아님.
356,제외,미래피앤씨주식회사,,low,borderline,Y,C,C-M28,,,,"desc·website·category 모두 비어있고 사명(P&C)상 제조/부자재 추정, 자체 소비자 브랜드 근거 전무."
401,제외,STB International,,high,,,C,C-M31,,,"Skin Care, Make up and Color Cosmetics, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",색조·스킨케어 OEM/ODM 전문기업으로 자체 소비자 브랜드 언급 없음.
34,제외,(주)세리화장품,,high,,,C,C-M33,must@sericos.co.kr,http://sericos.co.kr/en,"Skin Care, Body Care, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Hair Care Products, Scalp Care Products, Hair Coloring and Bleaching Products, Hair Styling Products, Hair Extension and Wig","1998년 설립 화장품 제조사(manufacturer)로 R&D·생산 수탁, 자체 소비자 브랜드 언급 없음."
